,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1700600,0.036856,200.0,-655.548519,-757.433397,-421.833227,105.871703
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1702800,0.037043,200.0,-672.565559,-886.474817,-508.048029,111.953099
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1705000,0.036519,200.0,-721.200237,-865.850152,-510.83086,109.93794
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1707200,0.036009,200.0,-696.262758,-801.015919,-512.182421,83.13721
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1709400,0.038212,200.0,-694.138275,-761.04734,-519.218905,82.399153
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1711600,0.039198,200.0,-717.161805,-856.758611,-622.790248,81.440508
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1713800,0.037298,200.0,-721.909032,-856.568155,-625.623522,73.771156
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1716000,0.035702,200.0,-705.121439,-872.1962,-516.056372,113.43751
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1718200,0.036475,200.0,-651.91948,-753.724823,-392.299317,93.520308
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1720400,0.036387,200.0,-589.003564,-709.016909,-500.844758,63.295474
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1722600,0.036124,200.0,-651.168773,-767.995579,-510.812215,69.253777
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1724800,0.039037,200.0,-683.852074,-825.085815,-508.743493,101.906061
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1727000,0.037861,200.0,-626.895607,-734.812652,-519.194767,58.755715
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1729200,0.03811,200.0,-690.086045,-822.147376,-547.302034,80.121148
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1731400,0.035936,200.0,-627.022694,-769.027281,-511.608744,80.579826
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1733600,0.035747,200.0,-612.10965,-745.84951,-440.666544,84.639882
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1735800,0.036032,200.0,-647.689981,-787.460574,-508.395937,105.906114
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1738000,0.03845,200.0,-688.3991,-865.11721,-506.972731,104.456248
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1740200,0.0371,200.0,-640.185403,-763.245923,-508.902588,81.763716
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1742400,0.035118,200.0,-656.987228,-760.09038,-508.813509,72.127512
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1744600,0.035137,200.0,-647.094468,-775.41467,-534.13891,74.329716
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1746800,0.03633,200.0,-594.425427,-718.353685,-384.659724,86.884751
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1749000,0.037537,200.0,-633.682652,-740.260047,-515.374203,63.165372
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1751200,0.038457,200.0,-669.1242,-860.60889,-498.016134,92.863633
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1753400,0.03704,200.0,-626.796455,-840.278759,-506.107208,105.709225
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1755600,0.035735,200.0,-699.833246,-782.792576,-618.626062,62.145682
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1757800,0.040409,200.0,-624.470877,-753.273578,-391.4107,115.293961
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1760000,0.035582,200.0,-615.064216,-812.404755,-386.392411,119.474384
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1762200,0.035701,200.0,-581.645619,-823.342202,-387.93543,107.076223
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1764400,0.038726,200.0,-622.323962,-776.212358,-489.725709,75.182343
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1766600,0.036671,200.0,-642.004937,-765.102608,-381.102565,112.425361
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1768800,0.035139,200.0,-666.241035,-760.023693,-517.610296,88.339392
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1771000,0.035596,200.0,-604.334747,-744.836588,-505.467158,68.016196
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1773200,0.036134,200.0,-660.043357,-776.917132,-397.806801,113.231
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1775400,0.035517,200.0,-647.214946,-763.847642,-486.220584,91.412889
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1777600,0.038188,200.0,-642.491716,-787.457376,-505.802009,87.273716
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1779800,0.036311,200.0,-650.514158,-772.67963,-494.396446,86.764915
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1782000,0.035187,200.0,-684.732774,-864.987836,-506.42646,145.401762
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1784200,0.036139,200.0,-669.959954,-747.771881,-611.676113,50.92619
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1786400,0.036774,200.0,-613.439892,-804.770412,-466.222744,108.816528
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1788600,0.035759,200.0,-673.189155,-894.635858,-493.881545,105.556652
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1790800,0.038247,200.0,-665.253457,-780.300598,-559.50478,64.048589
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1793000,0.038257,200.0,-661.930577,-959.385718,-510.714493,117.094252
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1795200,0.036662,200.0,-621.787706,-737.23821,-508.450301,55.129906
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1797400,0.036226,200.0,-647.37692,-760.290896,-510.693589,86.831275
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1799600,0.035639,200.0,-613.30631,-765.414247,-414.249024,107.969201
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1801800,0.035715,200.0,-669.062074,-905.366172,-507.156104,124.93576
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1804000,0.038878,200.0,-662.065854,-770.403426,-510.865347,101.697295
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1806200,0.037583,200.0,-626.237986,-747.237813,-431.642211,86.719318
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1808400,0.035539,200.0,-609.008999,-666.180398,-494.381209,53.092137
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1810600,0.035441,200.0,-631.657846,-873.3602,-496.1981,125.600291
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1812800,0.034848,200.0,-624.209046,-933.213261,-385.748825,145.445884
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1815000,0.035382,200.0,-632.512487,-754.159606,-499.006744,75.271054
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1817200,0.037822,200.0,-607.156243,-857.438844,-383.858624,119.543383
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1819400,0.037841,200.0,-640.700528,-791.463239,-499.941065,79.401947
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1821600,0.035244,200.0,-720.53039,-859.294344,-625.147384,93.392101
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1823800,0.035157,200.0,-614.872164,-746.354381,-509.192757,78.07412
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1826000,0.036351,200.0,-632.699826,-748.381553,-504.767533,72.389564
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1828200,0.035885,200.0,-621.401225,-825.093694,-490.29647,96.421194
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1830400,0.037556,200.0,-673.323356,-925.546295,-497.298416,113.243288
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1832600,0.039673,200.0,-612.982542,-787.956801,-505.826179,88.903211
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1834800,0.037377,200.0,-606.603144,-754.456784,-487.002947,99.905388
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1837000,0.03581,200.0,-652.420831,-926.665063,-379.208633,141.892812
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1839200,0.039079,200.0,-626.606972,-783.026908,-382.666971,105.6042
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1841400,0.036866,200.0,-647.599965,-868.646607,-385.126554,131.721281
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1843600,0.038603,200.0,-635.167182,-761.069086,-508.411012,83.297799
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1845800,0.037985,200.0,-587.492343,-641.614558,-382.785864,79.143969
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1848000,0.035901,200.0,-628.76214,-915.617743,-462.780774,130.356513
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1850200,0.035635,200.0,-578.686711,-742.812597,-475.084727,96.73222
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1852400,0.03556,200.0,-630.805745,-754.346637,-515.342185,79.933457
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1854600,0.035529,200.0,-596.827681,-741.749056,-502.390639,81.695182
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1856800,0.037111,200.0,-536.414017,-630.220785,-258.203114,101.474282
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1859000,0.038428,200.0,-620.022429,-880.760515,-490.916983,105.71494
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1861200,0.03546,200.0,-625.212164,-758.875112,-386.339059,112.823458
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1863400,0.035702,200.0,-606.352396,-749.563568,-428.312689,97.86609
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1865600,0.035922,200.0,-640.057982,-762.877971,-496.32189,91.773843
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1867800,0.035668,200.0,-610.103613,-753.552599,-505.933172,80.206394
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1870000,0.037666,200.0,-612.606424,-751.431084,-400.813549,94.746098
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1872200,0.038816,200.0,-647.012552,-979.037323,-503.111459,138.118682
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1874400,0.035532,200.0,-596.442664,-758.776674,-494.187888,93.327688
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1876600,0.03572,200.0,-652.329557,-822.018996,-389.929943,130.714425
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1878800,0.035404,200.0,-593.147863,-760.666192,-382.602092,120.597403
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1881000,0.041174,200.0,-614.811666,-777.007032,-384.122341,108.484535
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1883200,0.037501,200.0,-603.290724,-737.30711,-400.089052,82.975255
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1885400,0.039042,200.0,-636.626881,-835.338965,-494.013482,117.498267
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1887600,0.038309,200.0,-638.176637,-771.674523,-508.714302,95.061491
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1889800,0.036932,200.0,-653.219832,-780.818738,-495.923608,75.654252
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1892000,0.036558,200.0,-624.718004,-800.502083,-398.751399,112.30761
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1894200,0.036497,200.0,-596.258277,-739.860249,-387.709197,88.403155
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1896400,0.038922,200.0,-556.600155,-787.040212,-381.019423,143.895816
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1898600,0.038568,200.0,-633.135936,-751.35748,-480.364527,79.434275
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1900800,0.038035,200.0,-613.872762,-786.882608,-485.876626,94.07062
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1903000,0.038102,200.0,-649.649685,-770.821041,-509.660287,102.179465
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1905200,0.03711,200.0,-641.337515,-799.089545,-385.176488,108.019067
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1907400,0.035595,200.0,-611.442778,-790.059186,-392.14527,112.891068
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1909600,0.037434,200.0,-584.222227,-732.7567,-413.846277,83.648184
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1911800,0.038995,200.0,-637.500516,-890.901149,-383.133923,130.25051
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1914000,0.036224,200.0,-596.410358,-752.591987,-381.745912,132.569314
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1916200,0.037713,200.0,-656.747978,-776.226629,-498.848398,88.840336
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1918400,0.035491,200.0,-605.090924,-760.506136,-381.902514,112.591494
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1920600,0.035639,200.0,-556.095543,-702.806964,-386.971629,103.421444
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1922800,0.036927,200.0,-579.635934,-735.117529,-500.408265,72.205012
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1925000,0.0385,200.0,-600.603303,-743.95983,-382.903362,97.387721
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1927200,0.036418,200.0,-567.437847,-807.717339,-385.472367,106.472368
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1929400,0.036885,200.0,-619.768365,-751.243568,-427.236488,89.603587
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1931600,0.036043,200.0,-584.572035,-744.88825,-502.066404,78.618587
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1933800,0.035808,200.0,-553.226372,-630.052691,-505.756965,53.729505
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1936000,0.03791,200.0,-611.2683,-758.920513,-496.661246,75.994815
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1938200,0.039626,200.0,-596.808378,-745.893004,-500.692387,84.685185
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1940400,0.036808,200.0,-615.391596,-761.195421,-384.685977,112.116956
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1942600,0.035961,200.0,-596.60637,-749.137141,-383.823881,104.785659
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1944800,0.035376,200.0,-598.681365,-795.723817,-390.682924,108.642476
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1947000,0.035416,200.0,-539.765326,-723.0872,-366.312369,102.206178
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1949200,0.035874,200.0,-584.585518,-772.258214,-387.636191,98.958789
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1951400,0.038845,200.0,-544.976147,-753.888181,-383.680076,116.25114
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1953600,0.037859,200.0,-608.701109,-745.31838,-383.330592,108.691806
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1955800,0.03803,200.0,-584.945189,-881.258339,-391.870617,126.474186
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1958000,0.037835,200.0,-554.814542,-695.17032,-389.213003,99.647696
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1960200,0.035794,200.0,-607.537366,-738.115126,-509.244629,75.4224
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1962400,0.036859,200.0,-623.922714,-776.263206,-384.135306,111.514601
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1964600,0.038475,200.0,-583.368536,-720.551469,-498.362891,72.155811
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1966800,0.036129,200.0,-550.62245,-653.060235,-387.691244,74.24859
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1969000,0.037282,200.0,-530.435497,-645.46235,-381.960524,101.482489
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1971200,0.035861,200.0,-541.071356,-756.857686,-355.872542,131.773637
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1973400,0.036742,200.0,-547.758992,-767.169093,-383.56182,133.698611
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1975600,0.036699,200.0,-524.656419,-750.00562,-257.695176,139.822706
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1977800,0.039263,200.0,-558.215942,-633.96179,-471.104688,61.341295
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1980000,0.037135,200.0,-553.585041,-765.030252,-381.396771,120.67722
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1982200,0.035867,200.0,-536.990283,-644.611031,-386.113753,74.356795
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1984400,0.037555,200.0,-533.888326,-641.871424,-501.842045,43.806589
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1986600,0.038628,200.0,-564.235054,-771.97018,-386.16169,114.664177
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1988800,0.043314,200.0,-545.646341,-685.477672,-385.142107,86.424305
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1991000,0.040651,200.0,-487.27158,-640.456668,-256.646374,114.927754
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1993200,0.037052,200.0,-513.018435,-764.714865,-268.860871,129.176906
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1995400,0.035982,200.0,-508.401898,-779.261792,-361.660469,111.474864
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1997600,0.036491,200.0,-565.67207,-875.502909,-404.390348,116.710753
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",1999800,0.036319,200.0,-561.503435,-780.488517,-258.698343,148.55632
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2002000,0.037256,200.0,-580.52505,-866.027658,-382.936607,125.774815
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2004200,0.03891,200.0,-527.289722,-784.928921,-375.410702,144.747392
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2006400,0.035853,200.0,-517.377795,-759.596948,-327.740387,119.592888
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2008600,0.035623,200.0,-506.188016,-638.78735,-383.97843,90.206425
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2010800,0.03563,200.0,-557.948356,-679.242827,-497.181676,66.624274
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2013000,0.035319,200.0,-484.83763,-649.80241,-258.939915,110.151485
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2015200,0.036461,200.0,-531.940275,-643.331469,-382.0828,87.763454
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2017400,0.039255,200.0,-494.794478,-634.680457,-376.86694,82.407741
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2019600,0.035848,200.0,-517.99373,-771.794332,-258.631727,137.287572
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2021800,0.035406,200.0,-527.154004,-737.677009,-387.858643,96.98173
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2024000,0.035281,200.0,-563.033125,-863.159031,-381.032426,148.319237
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2026200,0.035899,200.0,-553.627349,-700.920466,-251.461399,138.818078
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2028400,0.036726,200.0,-502.538166,-644.570828,-383.712105,93.206823
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2030600,0.03903,200.0,-600.260103,-747.826343,-386.849469,105.03779
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2032800,0.031523,200.0,-512.664179,-632.782269,-377.569304,94.546224
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2035000,0.037727,200.0,-516.552581,-749.861299,-382.362842,117.258667
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2037200,0.035844,200.0,-505.480463,-769.277529,-258.84991,139.123878
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2039400,0.037026,200.0,-501.134165,-631.980771,-257.036339,103.201593
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2041600,0.036453,200.0,-538.62114,-742.868946,-388.326602,86.744287
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2043800,0.037405,200.0,-574.729813,-744.64388,-391.813442,106.1311
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2046000,0.03609,200.0,-556.842682,-739.895233,-263.844691,138.92936
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2048200,0.036253,200.0,-532.782429,-641.058801,-334.544186,83.469531
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2050400,0.039011,200.0,-506.173903,-693.893699,-382.625372,114.750205
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2052600,0.036554,200.0,-555.126422,-630.529191,-453.458023,62.174102
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2054800,0.037962,200.0,-460.337816,-780.601386,-376.362302,115.595933
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2057000,0.038787,200.0,-461.445737,-619.419725,-261.986889,94.108188
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2059200,0.036164,200.0,-483.693778,-670.292272,-348.015299,91.529892
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2061400,0.035771,200.0,-503.23941,-719.519918,-268.021124,131.17349
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2063600,0.035915,200.0,-505.1276,-673.640236,-219.005769,139.320467
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2065800,0.036981,200.0,-551.316174,-722.82912,-388.100019,87.7661
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2068000,0.03653,200.0,-544.137565,-752.980675,-263.40981,122.599329
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2070200,0.038573,200.0,-485.724275,-698.101981,-344.224458,102.710856
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2072400,0.035723,200.0,-493.690407,-753.036446,-388.124852,124.760721
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2074600,0.035076,200.0,-514.331676,-682.574339,-281.991606,106.093381
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2076800,0.035413,200.0,-484.710277,-632.025083,-332.511323,99.673317
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2079000,0.036601,200.0,-481.901262,-627.422762,-375.7709,87.303103
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2081200,0.036962,200.0,-498.797012,-641.607193,-382.433033,79.500063
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2083400,0.038683,200.0,-453.714852,-654.92594,-258.782906,99.468443
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2085600,0.037625,200.0,-485.933465,-665.378206,-260.981673,135.646298
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2087800,0.035552,200.0,-507.300689,-702.833452,-382.834899,108.687777
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2090000,0.0367,200.0,-531.233605,-678.029785,-388.241343,78.076594
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2092200,0.036516,200.0,-476.827303,-646.853378,-382.503552,95.970045
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2094400,0.036852,200.0,-484.972227,-678.311694,-257.96533,132.945138
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2096600,0.039197,200.0,-446.466463,-782.511993,-259.152814,152.649712
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2098800,0.036962,200.0,-499.107542,-677.50402,-254.57469,115.55522
0,"exp_name: Pendulum-v1_2023-01-12 (seperate network, actor-critic advantage)",2101000,0.036181,200.0,-494.866625,-686.875466,-365.970067,125.933998
